section,method,url,doc,doc_url
Webex Calling Organization Settings,DELETE,https://webexapis.com/v1/telephony/config/locations/{locationId}/autoAttendants/{autoAttendantId}/callForwarding/selectiveRules/{ruleId},Delete a Selective Call Forwarding Rule for an Auto Attendant,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/delete-a-selective-call-forwarding-rule-for-an-auto-attendant
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/callParks,Read the List of Call Parks,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-list-of-call-parks
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/locations/{locationId}/callParks,Create a Call Park,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/create-a-call-park
Webex Calling Organization Settings,DELETE,https://webexapis.com/v1/telephony/config/locations/{locationId}/callParks/{callParkId},Delete a Call Park,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/delete-a-call-park
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/callParks/{callParkId},Get Details for a Call Park,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-details-for-a-call-park
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/callParks/{callParkId},Update a Call Park,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-a-call-park
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/callParks/availableUsers,Get available agents from Call Parks,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-available-agents-from-call-parks
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/callParks/availableRecallHuntGroups,Get available recall hunt groups from Call Parks,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-available-recall-hunt-groups-from-call-parks
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/callParks/settings,Get Call Park Settings,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-call-park-settings
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/callParks/settings,Update Call Park settings,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-call-park-settings
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/callParkExtensions,Read the List of Call Park Extensions,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-list-of-call-park-extensions
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/callParkExtensions/{callParkExtensionId},Get Details for a Call Park Extension,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-details-for-a-call-park-extension
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/locations/{locationId}/callParkExtensions,Create a Call Park Extension,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/create-a-call-park-extension
Webex Calling Organization Settings,DELETE,https://webexapis.com/v1/telephony/config/locations/{locationId}/callParkExtensions/{callParkExtensionId},Delete a Call Park Extension,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/delete-a-call-park-extension
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/callParkExtensions/{callParkExtensionId},Update a Call Park Extension,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-a-call-park-extension
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/callPickups,Read the List of Call Pickups,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-list-of-call-pickups
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/locations/{locationId}/callPickups,Create a Call Pickup,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/create-a-call-pickup
Webex Calling Organization Settings,DELETE,https://webexapis.com/v1/telephony/config/locations/{locationId}/callPickups/{callPickupId},Delete a Call Pickup,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/delete-a-call-pickup
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/callPickups/{callPickupId},Get Details for a Call Pickup,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-details-for-a-call-pickup
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/callPickups/{callPickupId},Update a Call Pickup,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-a-call-pickup
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/callPickups/availableUsers,Get available agents from Call Pickups,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-available-agents-from-call-pickups
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/queues,Read the List of Call Queues,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-list-of-call-queues
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/locations/{locationId}/queues,Create a Call Queue,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/create-a-call-queue
Webex Calling Organization Settings,DELETE,https://webexapis.com/v1/telephony/config/locations/{locationId}/queues/{queueId},Delete a Call Queue,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/delete-a-call-queue
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/queues/{queueId},Get Details for a Call Queue,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-details-for-a-call-queue
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/queues/{queueId},Update a Call Queue,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-a-call-queue
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/queues/{queueId}/announcements,Read the List of Call Queue Announcement Files,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-list-of-call-queue-announcement-files
Webex Calling Organization Settings,DELETE,https://webexapis.com/v1/telephony/config/locations/{locationId}/queues/{queueId}/announcements/{fileName},Delete a Call Queue Announcement File,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/delete-a-call-queue-announcement-file
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/queues/{queueId}/callForwarding,Get Call Forwarding Settings for a Call Queue,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-call-forwarding-settings-for-a-call-queue
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/queues/{queueId}/callForwarding,Update Call Forwarding Settings for a Call Queue,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-call-forwarding-settings-for-a-call-queue
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/locations/{locationId}/queues/{queueId}/callForwarding/selectiveRules,Create a Selective Call Forwarding Rule for a Call Queue,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/create-a-selective-call-forwarding-rule-for-a-call-queue
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/queues/{queueId}/callForwarding/selectiveRules/{ruleId},Get Selective Call Forwarding Rule for a Call Queue,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-selective-call-forwarding-rule-for-a-call-queue
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/queues/{queueId}/callForwarding/selectiveRules/{ruleId},Update a Selective Call Forwarding Rule for a Call Queue,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-a-selective-call-forwarding-rule-for-a-call-queue
Webex Calling Organization Settings,DELETE,https://webexapis.com/v1/telephony/config/locations/{locationId}/queues/{queueId}/callForwarding/selectiveRules/{ruleId},Delete a Selective Call Forwarding Rule for a Call Queue,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/delete-a-selective-call-forwarding-rule-for-a-call-queue
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/callRecording,Get Call Recording Settings,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-call-recording-settings
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/callRecording,Update Call Recording Settings,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-call-recording-settings
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/callRecording/vendors/{vendorId}/termsOfService,Get Call Recording Terms Of Service Settings,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-call-recording-terms-of-service-settings
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/callRecording/vendors/{vendorId}/termsOfService,Update Call Recording Terms Of Service Settings,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-call-recording-terms-of-service-settings
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/actions/testCallRouting/invoke,Test Call Routing,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/test-call-routing
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/actions/validateExtensions/invoke,Validate the List of Extensions,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/validate-the-list-of-extensions
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/locations/{locationId}/actions/validateExtensions/invoke,Validate Extensions,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/validate-extensions
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/huntGroups,Read the List of Hunt Groups,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-list-of-hunt-groups
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/locations/{locationId}/huntGroups,Create a Hunt Group,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/create-a-hunt-group
Webex Calling Organization Settings,DELETE,https://webexapis.com/v1/telephony/config/locations/{locationId}/huntGroups/{huntGroupId},Delete a Hunt Group,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/delete-a-hunt-group
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/huntGroups/{huntGroupId},Get Details for a Hunt Group,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-details-for-a-hunt-group
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/huntGroups/{huntGroupId},Update a Hunt Group,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-a-hunt-group
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/huntGroups/{huntGroupId}/callForwarding,Get Call Forwarding Settings for a Hunt Group,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-call-forwarding-settings-for-a-hunt-group
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/huntGroups/{huntGroupId}/callForwarding,Update Call Forwarding Settings for a Hunt Group,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-call-forwarding-settings-for-a-hunt-group
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/locations/{locationId}/huntGroups/{huntGroupId}/callForwarding/selectiveRules,Create a Selective Call Forwarding Rule for a Hunt Group,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/create-a-selective-call-forwarding-rule-for-a-hunt-group
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/huntGroups/{huntGroupId}/callForwarding/selectiveRules/{ruleId},Get Selective Call Forwarding Rule for a Hunt Group,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-selective-call-forwarding-rule-for-a-hunt-group
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/huntGroups/{huntGroupId}/callForwarding/selectiveRules/{ruleId},Update a Selective Call Forwarding Rule for a Hunt Group,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-a-selective-call-forwarding-rule-for-a-hunt-group
Webex Calling Organization Settings,DELETE,https://webexapis.com/v1/telephony/config/locations/{locationId}/huntGroups/{huntGroupId}/callForwarding/selectiveRules/{ruleId},Delete a Selective Call Forwarding Rule for a Hunt Group,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/delete-a-selective-call-forwarding-rule-for-a-hunt-group
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/intercept,Get Location Intercept,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-location-intercept
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/intercept,Put Location Intercept,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/put-location-intercept
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/internalDialing,Read the Internal Dialing configuration for a location,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-internal-dialing-configuration-for-a-location
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/internalDialing,Modify the Internal Dialing configuration for a location,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/modify-the-internal-dialing-configuration-for-a-location
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId},Get Location Webex Calling Details,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-location-webex-calling-details
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/locations,Enable a Location for Webex Calling,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/enable-a-location-for-webex-calling
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations,List Locations Webex Calling Details,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/list-locations-webex-calling-details
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId},Update Location Webex Calling Details,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-location-webex-calling-details
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/locations/{locationId}/actions/generatePassword/invoke,Generate example password for Location,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/generate-example-password-for-location
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/outgoingPermission,Get Location Outgoing Permission,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-location-outgoing-permission
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/outgoingPermission,Update Location Outgoing Permission,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-location-outgoing-permission
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/outgoingPermission/autoTransferNumbers,Get Outgoing Permission Auto Transfer Number,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-outgoing-permission-auto-transfer-number
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/outgoingPermission/autoTransferNumbers,Put Outgoing Permission Auto Transfer Number,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/put-outgoing-permission-auto-transfer-number
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/outgoingPermission/accessCodes,Get Outgoing Permission Location Access Code,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-outgoing-permission-location-access-code
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/locations/{locationId}/outgoingPermission/accessCodes,Create Outgoing Permission a new access code for a customer location,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/create-outgoing-permission-a-new-access-code-for-a-customer-location
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/outgoingPermission/accessCodes,Delete Outgoing Permission Access Code Location,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/delete-outgoing-permission-access-code-location
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/paging,Read the List of Paging Groups,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-list-of-paging-groups
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/locations/{locationId}/paging,Create a new Paging Group,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/create-a-new-paging-group
Webex Calling Organization Settings,DELETE,https://webexapis.com/v1/telephony/config/locations/{locationId}/paging/{pagingId},Delete a Paging Group,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/delete-a-paging-group
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/paging/{pagingId},Get Details for a Paging Group,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-details-for-a-paging-group
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/paging/{pagingId},Update a Paging Group,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-a-paging-group
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/locations/{locationId}/numbers,Add Phone Numbers to a location,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/add-phone-numbers-to-a-location
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/numbers,Activate Phone Numbers in a location,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/activate-phone-numbers-in-a-location
Webex Calling Organization Settings,DELETE,https://webexapis.com/v1/telephony/config/locations/{locationId}/numbers,Remove phone numbers from a location,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/remove-phone-numbers-from-a-location
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/numbers,Get Phone Numbers for an Organization with Given Criterias,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-phone-numbers-for-an-organization-with-given-criterias
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/jobs/numbers/manageNumbers,List Manage Numbers Jobs,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/list-manage-numbers-jobs
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/jobs/numbers/manageNumbers,Initiate Move Number Jobs,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/initiate-move-number-jobs
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/jobs/numbers/manageNumbers/{jobId},Get Manage Numbers Job Status,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-manage-numbers-job-status
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/jobs/numbers/manageNumbers/{jobId}/actions/pause/invoke,Pause the Manage Numbers Job,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/pause-the-manage-numbers-job
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/jobs/numbers/manageNumbers/{jobId}/actions/resume/invoke,Resume the Manage Numbers Job,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/resume-the-manage-numbers-job
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/jobs/numbers/manageNumbers/{jobId}/actions/abandon/invoke,Abandon the Manage Numbers Job,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/abandon-the-manage-numbers-job
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/jobs/numbers/manageNumbers/{jobId}/errors,List Manage Numbers Job errors,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/list-manage-numbers-job-errors
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/privateNetworkConnect,Get Private Network Connect,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-private-network-connect
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/privateNetworkConnect,Update Private Network Connect,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-private-network-connect
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/routeChoices,Read the List of Routing Choices,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-list-of-routing-choices
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/schedules,Read the List of Schedules,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-list-of-schedules
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/schedules/{type}/{scheduleId},Get Details for a Schedule,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-details-for-a-schedule
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/locations/{locationId}/schedules,Create a Schedule,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/create-a-schedule
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/schedules/{type}/{scheduleId},Update a Schedule,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-a-schedule
Webex Calling Organization Settings,DELETE,https://webexapis.com/v1/telephony/config/locations/{locationId}/schedules/{type}/{scheduleId},Delete a Schedule,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/delete-a-schedule
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/schedules/{type}/{scheduleId}/events/{eventId},Get Details for a Schedule Event,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-details-for-a-schedule-event
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/locations/{locationId}/schedules/{type}/{scheduleId}/events,Create a Schedule Event,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/create-a-schedule-event
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/schedules/{type}/{scheduleId}/events/{eventId},Update a Schedule Event,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-a-schedule-event
Webex Calling Organization Settings,DELETE,https://webexapis.com/v1/telephony/config/locations/{locationId}/schedules/{type}/{scheduleId}/events/{eventId},Delete a Schedule Event,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/delete-a-schedule-event
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/virtualLines,Read the List of Virtual Lines,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-list-of-virtual-lines
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/voicemail/settings,Get Voicemail Settings,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-voicemail-settings
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/voicemail/settings,Update Voicemail Settings,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-voicemail-settings
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/voicemail/rules,Get Voicemail Rules,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-voicemail-rules
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/voicemail/rules,Update Voicemail Rules,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-voicemail-rules
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/voicemail,Get Location Voicemail,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-location-voicemail
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/voicemail,Update Location Voicemail,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-location-voicemail
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/voicePortal,Get VoicePortal,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-voiceportal
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/voicePortal,Update VoicePortal,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-voiceportal
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/voicePortal/passcodeRules,Get VoicePortal Passcode Rule,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-voiceportal-passcode-rule
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/musicOnHold,Get Music On Hold,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-music-on-hold
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/musicOnHold,Update Music On Hold,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-music-on-hold
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/voicemailGroups,List VoicemailGroup,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/list-voicemailgroup
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/voicemailGroups/{voicemailGroupId},Get Location Voicemail Group,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-location-voicemail-group
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/voicemailGroups/{voicemailGroupId},Modify Location Voicemail Group,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/modify-location-voicemail-group
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/locations/{locationId}/voicemailGroups,Create a new Voicemail Group for a Location,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/create-a-new-voicemail-group-for-a-location
Webex Calling Organization Settings,DELETE,https://webexapis.com/v1/telephony/config/locations/{locationId}/voicemailGroups/{voicemailGroupId},Delete a Voicemail Group for a Location,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/delete-a-voicemail-group-for-a-location
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/callingProfiles,Read the List of UC Manager Profiles,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-list-of-uc-manager-profiles
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/premisePstn/dialPlans/{dialPlanId}/dialPatterns,Read the List of Dial Patterns,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-list-of-dial-patterns
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/premisePstn/dialPlans/{dialPlanId}/dialPatterns,Modify Dial Patterns,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/modify-dial-patterns
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/premisePstn/actions/validateDialPatterns/invoke,Validate a Dial Pattern,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/validate-a-dial-pattern
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/premisePstn/dialPlans,Read the List of Dial Plans,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-list-of-dial-plans
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/premisePstn/dialPlans,Create a Dial Plan,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/create-a-dial-plan
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/premisePstn/dialPlans/{dialPlanId},Get a Dial Plan,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-a-dial-plan
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/premisePstn/dialPlans/{dialPlanId},Modify a Dial Plan,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/modify-a-dial-plan
Webex Calling Organization Settings,DELETE,https://webexapis.com/v1/telephony/config/premisePstn/dialPlans/{dialPlanId},Delete a Dial Plan,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/delete-a-dial-plan
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/premisePstn/trunks/actions/fqdnValidation/invoke,Validate Local Gateway FQDN and Domain for a Trunk,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/validate-local-gateway-fqdn-and-domain-for-a-trunk
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/premisePstn/trunks,Read the List of Trunks,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-list-of-trunks
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/premisePstn/trunks,Create a Trunk,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/create-a-trunk
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/premisePstn/trunks/{trunkId},Get a Trunk,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-a-trunk
