section,method,url,doc,doc_url
Meetings,GET,https://webexapis.com/v1/meetings/sessionTypes,List Meeting Session Types,https://developer.webex.com/docs/api/v1/meetings/list-meeting-session-types
Meetings,GET,https://webexapis.com/v1/meetings/sessionTypes/{sessionTypeId},Get a Meeting Session Type,https://developer.webex.com/docs/api/v1/meetings/get-a-meeting-session-type
Meetings,GET,https://webexapis.com/v1/meetings/{meetingId}/registration,Get registration form for a meeting,https://developer.webex.com/docs/api/v1/meetings/get-registration-form-for-a-meeting
Meetings,PUT,https://webexapis.com/v1/meetings/{meetingId}/registration,Update Meeting Registration Form,https://developer.webex.com/docs/api/v1/meetings/update-meeting-registration-form
Meetings,DELETE,https://webexapis.com/v1/meetings/{meetingId}/registration,Delete Meeting Registration Form,https://developer.webex.com/docs/api/v1/meetings/delete-meeting-registration-form
Meetings,POST,https://webexapis.com/v1/meetings/{meetingId}/registrants,Register a Meeting Registrant,https://developer.webex.com/docs/api/v1/meetings/register-a-meeting-registrant
Meetings,POST,https://webexapis.com/v1/meetings/{meetingId}/registrants/bulkInsert,Batch register Meeting Registrants,https://developer.webex.com/docs/api/v1/meetings/batch-register-meeting-registrants
Meetings,GET,https://webexapis.com/v1/meetings/{meetingId}/registrants/{registrantId},Get Detailed Information for a Meeting Registrant,https://developer.webex.com/docs/api/v1/meetings/get-detailed-information-for-a-meeting-registrant
Meetings,GET,https://webexapis.com/v1/meetings/{meetingId}/registrants,List Meeting Registrants,https://developer.webex.com/docs/api/v1/meetings/list-meeting-registrants
Meetings,POST,https://webexapis.com/v1/meetings/{meetingId}/registrants/query,Query Meeting Registrants,https://developer.webex.com/docs/api/v1/meetings/query-meeting-registrants
Meetings,POST,https://webexapis.com/v1/meetings/{meetingId}/registrants/{statusOpType},Batch Update Meeting Registrants status,https://developer.webex.com/docs/api/v1/meetings/batch-update-meeting-registrants-status
Meetings,DELETE,https://webexapis.com/v1/meetings/{meetingId}/registrants/{registrantId},Delete a Meeting Registrant,https://developer.webex.com/docs/api/v1/meetings/delete-a-meeting-registrant
Meetings,PUT,https://webexapis.com/v1/meetings/{meetingId}/simultaneousInterpretation,Update Meeting Simultaneous interpretation,https://developer.webex.com/docs/api/v1/meetings/update-meeting-simultaneous-interpretation
Meetings,POST,https://webexapis.com/v1/meetings/{meetingId}/interpreters,Create a Meeting Interpreter,https://developer.webex.com/docs/api/v1/meetings/create-a-meeting-interpreter
Meetings,GET,https://webexapis.com/v1/meetings/{meetingId}/interpreters/{interpreterId},Get a Meeting Interpreter,https://developer.webex.com/docs/api/v1/meetings/get-a-meeting-interpreter
Meetings,GET,https://webexapis.com/v1/meetings/{meetingId}/interpreters,List Meeting Interpreters,https://developer.webex.com/docs/api/v1/meetings/list-meeting-interpreters
Meetings,PUT,https://webexapis.com/v1/meetings/{meetingId}/interpreters/{interpreterId},Update a Meeting Interpreter,https://developer.webex.com/docs/api/v1/meetings/update-a-meeting-interpreter
Meetings,DELETE,https://webexapis.com/v1/meetings/{meetingId}/interpreters/{interpreterId},Delete a Meeting Interpreter,https://developer.webex.com/docs/api/v1/meetings/delete-a-meeting-interpreter
Meetings,PUT,https://webexapis.com/v1/meetings/{meetingId}/breakoutSessions,Update Meeting Breakout Sessions,https://developer.webex.com/docs/api/v1/meetings/update-meeting-breakout-sessions
Meetings,GET,https://webexapis.com/v1/meetings/{meetingId}/breakoutSessions,List Meeting Breakout Sessions,https://developer.webex.com/docs/api/v1/meetings/list-meeting-breakout-sessions
Meetings,DELETE,https://webexapis.com/v1/meetings/{meetingId}/breakoutSessions,Delete Meeting Breakout Sessions,https://developer.webex.com/docs/api/v1/meetings/delete-meeting-breakout-sessions
Meetings,GET,https://webexapis.com/v1/meetings/{meetingId}/survey,Get a Meeting Survey,https://developer.webex.com/docs/api/v1/meetings/get-a-meeting-survey
Meetings,GET,https://webexapis.com/v1/meetings/{meetingId}/surveyResults,List Meeting Survey Results,https://developer.webex.com/docs/api/v1/meetings/list-meeting-survey-results
Meetings,POST,https://webexapis.com/v1/meetings/{meetingId}/invitationSources,Create Invitation Sources,https://developer.webex.com/docs/api/v1/meetings/create-invitation-sources
Meetings,GET,https://webexapis.com/v1/meetings/{meetingId}/invitationSources,List Invitation Sources,https://developer.webex.com/docs/api/v1/meetings/list-invitation-sources
Meetings,GET,https://webexapis.com/v1/meetings/trackingCodes,List Meeting Tracking Codes,https://developer.webex.com/docs/api/v1/meetings/list-meeting-tracking-codes
Meetings,POST,https://webexapis.com/v1/meetings/reassignHost,Reassign Meetings to a New Host,https://developer.webex.com/docs/api/v1/meetings/reassign-meetings-to-a-new-host
Meetings Summary Report,GET,https://webexapis.com/v1/meetingReports/usage,List Meeting Usage Reports,https://developer.webex.com/docs/api/v1/meetings-summary-report/list-meeting-usage-reports
Meetings Summary Report,GET,https://webexapis.com/v1/meetingReports/attendees,List Meeting Attendee Reports,https://developer.webex.com/docs/api/v1/meetings-summary-report/list-meeting-attendee-reports
Memberships,GET,https://webexapis.com/v1/memberships,List Memberships,https://developer.webex.com/docs/api/v1/memberships/list-memberships
Memberships,POST,https://webexapis.com/v1/memberships,Create a Membership,https://developer.webex.com/docs/api/v1/memberships/create-a-membership
Memberships,GET,https://webexapis.com/v1/memberships/{membershipId},Get Membership Details,https://developer.webex.com/docs/api/v1/memberships/get-membership-details
Memberships,PUT,https://webexapis.com/v1/memberships/{membershipId},Update a Membership,https://developer.webex.com/docs/api/v1/memberships/update-a-membership
Memberships,DELETE,https://webexapis.com/v1/memberships/{membershipId},Delete a Membership,https://developer.webex.com/docs/api/v1/memberships/delete-a-membership
Messages,GET,https://webexapis.com/v1/messages,List Messages,https://developer.webex.com/docs/api/v1/messages/list-messages
Messages,GET,https://webexapis.com/v1/messages/direct,List Direct Messages,https://developer.webex.com/docs/api/v1/messages/list-direct-messages
Messages,POST,https://webexapis.com/v1/messages,Create a Message,https://developer.webex.com/docs/api/v1/messages/create-a-message
Messages,PUT,https://webexapis.com/v1/messages/{messageId},Edit a Message,https://developer.webex.com/docs/api/v1/messages/edit-a-message
Messages,GET,https://webexapis.com/v1/messages/{messageId},Get Message Details,https://developer.webex.com/docs/api/v1/messages/get-message-details
Messages,DELETE,https://webexapis.com/v1/messages/{messageId},Delete a Message,https://developer.webex.com/docs/api/v1/messages/delete-a-message
Organizations,GET,https://webexapis.com/v1/organizations,List Organizations,https://developer.webex.com/docs/api/v1/organizations/list-organizations
Organizations,GET,https://webexapis.com/v1/organizations/{orgId},Get Organization Details,https://developer.webex.com/docs/api/v1/organizations/get-organization-details
Organizations,DELETE,https://webexapis.com/v1/organizations/{orgId},Delete Organization,https://developer.webex.com/docs/api/v1/organizations/delete-organization
Partner Management,GET,https://webexapis.com/v1/partner/organizations,Get all customers managed by a partner admin,https://developer.webex.com/docs/api/v1/partner-management/get-all-customers-managed-by-a-partner-admin
Partner Management,GET,https://webexapis.com/v1/partner/organizations/{orgId}/partnerAdmins,Get all partner admins assigned to a customer,https://developer.webex.com/docs/api/v1/partner-management/get-all-partner-admins-assigned-to-a-customer
Partner Management,POST,https://webexapis.com/v1/partner/organizations/{orgId}/partnerAdmin/{personId}/assign,Assign partner admin to a customer,https://developer.webex.com/docs/api/v1/partner-management/assign-partner-admin-to-a-customer
Partner Management,DELETE,https://webexapis.com/v1/partner/organizations/{orgId}/partnerAdmin/{personId}/unassign,Unassign partner admin from a customer,https://developer.webex.com/docs/api/v1/partner-management/unassign-partner-admin-from-a-customer
Partner Management,DELETE,https://webexapis.com/v1/partner/organizations/partnerAdmin/{personId},Revoke all partner admin roles for a given person ID,https://developer.webex.com/docs/api/v1/partner-management/revoke-all-partner-admin-roles-for-a-given-person-id
Partner Tags,GET,https://webexapis.com/v1/partner/tags,Retrieve all customer tags,https://developer.webex.com/docs/api/v1/partner-tags/retrieve-all-customer-tags
Partner Tags,POST,https://webexapis.com/v1/partner/tags/organizations/{orgId}/assignTags,Create or Replace existing customer tags with the provided ones,https://developer.webex.com/docs/api/v1/partner-tags/create-or-replace-existing-customer-tags-with-the-provided-ones
Partner Tags,GET,https://webexapis.com/v1/partner/tags/organizations/{orgId},Get customer organization's tags,https://developer.webex.com/docs/api/v1/partner-tags/get-customer-organization's-tags
Partner Tags,GET,https://webexapis.com/v1/partner/tags/organizations,Fetch all customers for a given set of tags,https://developer.webex.com/docs/api/v1/partner-tags/fetch-all-customers-for-a-given-set-of-tags
Partner Tags,POST,https://webexapis.com/v1/partner/tags/organizations/{orgId}/subscriptions/{subscriptionId}/assignTags,Create or Replace existing subscription tags with the provided ones,https://developer.webex.com/docs/api/v1/partner-tags/create-or-replace-existing-subscription-tags-with-the-provided-ones
Partner Tags,GET,https://webexapis.com/v1/partner/tags/subscriptions,Subscription List on a given tag name or a set of tags,https://developer.webex.com/docs/api/v1/partner-tags/subscription-list-on-a-given-tag-name-or-a-set-of-tags
Partner Tags,GET,https://webexapis.com/v1/partner/tags/organizations/{orgId}/subscriptions/{subscriptionId},Fetch a Subscription,https://developer.webex.com/docs/api/v1/partner-tags/fetch-a-subscription
People,GET,https://webexapis.com/v1/people,List People,https://developer.webex.com/docs/api/v1/people/list-people
People,POST,https://webexapis.com/v1/people,Create a Person,https://developer.webex.com/docs/api/v1/people/create-a-person
People,GET,https://webexapis.com/v1/people/{personId},Get Person Details,https://developer.webex.com/docs/api/v1/people/get-person-details
People,PUT,https://webexapis.com/v1/people/{personId},Update a Person,https://developer.webex.com/docs/api/v1/people/update-a-person
People,DELETE,https://webexapis.com/v1/people/{personId},Delete a Person,https://developer.webex.com/docs/api/v1/people/delete-a-person
People,GET,https://webexapis.com/v1/people/me,Get My Own Details,https://developer.webex.com/docs/api/v1/people/get-my-own-details
Recording Report,GET,https://webexapis.com/v1/recordingReport/accessSummary,List of Recording Audit Report Summaries,https://developer.webex.com/docs/api/v1/recording-report/list-of-recording-audit-report-summaries
Recording Report,GET,https://webexapis.com/v1/recordingReport/accessDetail,Get Recording Audit Report Details,https://developer.webex.com/docs/api/v1/recording-report/get-recording-audit-report-details
Recording Report,GET,https://webexapis.com/v1/recordingReport/meetingArchiveSummaries,List Meeting Archive Summaries,https://developer.webex.com/docs/api/v1/recording-report/list-meeting-archive-summaries
Recording Report,GET,https://webexapis.com/v1/recordingReport/meetingArchives/{archiveId},Get Meeting Archive Details,https://developer.webex.com/docs/api/v1/recording-report/get-meeting-archive-details
Recordings,GET,https://webexapis.com/v1/recordings,List Recordings,https://developer.webex.com/docs/api/v1/recordings/list-recordings
Recordings,GET,https://webexapis.com/v1/admin/recordings,List Recordings For an Admin or Compliance Officer,https://developer.webex.com/docs/api/v1/recordings/list-recordings-for-an-admin-or-compliance-officer
Recordings,GET,https://webexapis.com/v1/recordings/{recordingId},Get Recording Details,https://developer.webex.com/docs/api/v1/recordings/get-recording-details
Recordings,DELETE,https://webexapis.com/v1/recordings/{recordingId},Delete a Recording,https://developer.webex.com/docs/api/v1/recordings/delete-a-recording
Recordings,POST,https://webexapis.com/v1/recordings/softDelete,Move Recordings into the Recycle Bin,https://developer.webex.com/docs/api/v1/recordings/move-recordings-into-the-recycle-bin
Recordings,POST,https://webexapis.com/v1/recordings/restore,Restore Recordings from Recycle Bin,https://developer.webex.com/docs/api/v1/recordings/restore-recordings-from-recycle-bin
Recordings,POST,https://webexapis.com/v1/recordings/purge,Purge Recordings from Recycle Bin,https://developer.webex.com/docs/api/v1/recordings/purge-recordings-from-recycle-bin
Report Templates,GET,https://webexapis.com/v1/report/templates,List Report Templates,https://developer.webex.com/docs/api/v1/report-templates/list-report-templates
Reports,GET,https://webexapis.com/v1/reports,List Reports,https://developer.webex.com/docs/api/v1/reports/list-reports
Reports,POST,https://webexapis.com/v1/reports,Create a Report,https://developer.webex.com/docs/api/v1/reports/create-a-report
Reports,GET,https://webexapis.com/v1/reports/{reportId},Get Report Details,https://developer.webex.com/docs/api/v1/reports/get-report-details
Reports,DELETE,https://webexapis.com/v1/reports/{reportId},Delete a Report,https://developer.webex.com/docs/api/v1/reports/delete-a-report
Resource Group Memberships,GET,https://webexapis.com/v1/resourceGroup/memberships,List Resource Group Memberships,https://developer.webex.com/docs/api/v1/resource-group-memberships/list-resource-group-memberships
Resource Group Memberships,GET,https://webexapis.com/v1/resourceGroup/memberships/{resourceGroupMembershipId},Get Resource Group Membership Details,https://developer.webex.com/docs/api/v1/resource-group-memberships/get-resource-group-membership-details
Resource Group Memberships,PUT,https://webexapis.com/v1/resourceGroup/memberships/{resourceGroupMembershipId},Update a Resource Group Membership,https://developer.webex.com/docs/api/v1/resource-group-memberships/update-a-resource-group-membership
Resource Groups,GET,https://webexapis.com/v1/resourceGroups,List Resource Groups,https://developer.webex.com/docs/api/v1/resource-groups/list-resource-groups
Resource Groups,GET,https://webexapis.com/v1/resourceGroups/{resourceGroupId},Get Resource Group Details,https://developer.webex.com/docs/api/v1/resource-groups/get-resource-group-details
Roles,GET,https://webexapis.com/v1/roles,List Roles,https://developer.webex.com/docs/api/v1/roles/list-roles
Roles,GET,https://webexapis.com/v1/roles/{roleId},Get Role Details,https://developer.webex.com/docs/api/v1/roles/get-role-details
Room Tabs,GET,https://webexapis.com/v1/room/tabs,List Room Tabs,https://developer.webex.com/docs/api/v1/room-tabs/list-room-tabs
Room Tabs,POST,https://webexapis.com/v1/room/tabs,Create a Room Tab,https://developer.webex.com/docs/api/v1/room-tabs/create-a-room-tab
Room Tabs,GET,https://webexapis.com/v1/room/tabs/{id},Get Room Tab Details,https://developer.webex.com/docs/api/v1/room-tabs/get-room-tab-details
Room Tabs,PUT,https://webexapis.com/v1/room/tabs/{id},Update a Room Tab,https://developer.webex.com/docs/api/v1/room-tabs/update-a-room-tab
Room Tabs,DELETE,https://webexapis.com/v1/room/tabs/{id},Delete a Room Tab,https://developer.webex.com/docs/api/v1/room-tabs/delete-a-room-tab
Rooms,GET,https://webexapis.com/v1/rooms,List Rooms,https://developer.webex.com/docs/api/v1/rooms/list-rooms
Rooms,POST,https://webexapis.com/v1/rooms,Create a Room,https://developer.webex.com/docs/api/v1/rooms/create-a-room
Rooms,GET,https://webexapis.com/v1/rooms/{roomId},Get Room Details,https://developer.webex.com/docs/api/v1/rooms/get-room-details
Rooms,GET,https://webexapis.com/v1/rooms/{roomId}/meetingInfo,Get Room Meeting Details,https://developer.webex.com/docs/api/v1/rooms/get-room-meeting-details
Rooms,PUT,https://webexapis.com/v1/rooms/{roomId},Update a Room,https://developer.webex.com/docs/api/v1/rooms/update-a-room
Rooms,DELETE,https://webexapis.com/v1/rooms/{roomId},Delete a Room,https://developer.webex.com/docs/api/v1/rooms/delete-a-room
Security Audit Events,GET,https://webexapis.com/v1/admin/securityAudit/events,List Security Audit Events,https://developer.webex.com/docs/api/v1/security-audit-events/list-security-audit-events
Session Types,GET,https://webexapis.com/v1/admin/meeting/config/sessionTypes,List Site Session Types,https://developer.webex.com/docs/api/v1/session-types/list-site-session-types
Session Types,GET,https://webexapis.com/v1/admin/meeting/userconfig/sessionTypes,List User Session Type,https://developer.webex.com/docs/api/v1/session-types/list-user-session-type
Session Types,PUT,https://webexapis.com/v1/admin/meeting/userconfig/sessionTypes,Update User Session Types,https://developer.webex.com/docs/api/v1/session-types/update-user-session-types
Site,GET,https://webexapis.com/v1/admin/meeting/config/commonSettings,Get Meeting Common Settings Configuration,https://developer.webex.com/docs/api/v1/site/get-meeting-common-settings-configuration
Site,PATCH,https://webexapis.com/v1/admin/meeting/config/commonSettings,Update Meeting Common Settings Configuration,https://developer.webex.com/docs/api/v1/site/update-meeting-common-settings-configuration
Space Classifications,GET,https://webexapis.com/v1/classifications,List classifications,https://developer.webex.com/docs/api/v1/space-classifications/list-classifications
Team Memberships,GET,https://webexapis.com/v1/team/memberships,List Team Memberships,https://developer.webex.com/docs/api/v1/team-memberships/list-team-memberships
Team Memberships,POST,https://webexapis.com/v1/team/memberships,Create a Team Membership,https://developer.webex.com/docs/api/v1/team-memberships/create-a-team-membership
Team Memberships,GET,https://webexapis.com/v1/team/memberships/{membershipId},Get Team Membership Details,https://developer.webex.com/docs/api/v1/team-memberships/get-team-membership-details
Team Memberships,PUT,https://webexapis.com/v1/team/memberships/{membershipId},Update a Team Membership,https://developer.webex.com/docs/api/v1/team-memberships/update-a-team-membership
Team Memberships,DELETE,https://webexapis.com/v1/team/memberships/{membershipId},Delete a Team Membership,https://developer.webex.com/docs/api/v1/team-memberships/delete-a-team-membership
Teams,GET,https://webexapis.com/v1/teams,List Teams,https://developer.webex.com/docs/api/v1/teams/list-teams
Teams,POST,https://webexapis.com/v1/teams,Create a Team,https://developer.webex.com/docs/api/v1/teams/create-a-team
Teams,GET,https://webexapis.com/v1/teams/{teamId},Get Team Details,https://developer.webex.com/docs/api/v1/teams/get-team-details
Teams,PUT,https://webexapis.com/v1/teams/{teamId},Update a Team,https://developer.webex.com/docs/api/v1/teams/update-a-team
Teams,DELETE,https://webexapis.com/v1/teams/{teamId},Delete a Team,https://developer.webex.com/docs/api/v1/teams/delete-a-team
Tracking Codes,GET,https: //webexapis.com/v1/admin/meeting/config/trackingCodes,List Tracking Codes,https://developer.webex.com/docs/api/v1/tracking-codes/list-tracking-codes
Tracking Codes,GET,https: //webexapis.com/v1/admin/meeting/config/trackingCodes/{trackingCodeId},Get a Tracking Code,https://developer.webex.com/docs/api/v1/tracking-codes/get-a-tracking-code
Tracking Codes,POST,https: //webexapis.com/v1/admin/meeting/config/trackingCodes,Create a Tracking Code,https://developer.webex.com/docs/api/v1/tracking-codes/create-a-tracking-code
Tracking Codes,PUT,https: //webexapis.com/v1/admin/meeting/config/trackingCodes/{trackingCodeId},Update a Tracking Code,https://developer.webex.com/docs/api/v1/tracking-codes/update-a-tracking-code
Tracking Codes,DELETE,https: //webexapis.com/v1/admin/meeting/config/trackingCodes/{trackingCodeId},Delete a Tracking Code,https://developer.webex.com/docs/api/v1/tracking-codes/delete-a-tracking-code
Tracking Codes,GET,https: //webexapis.com/v1/admin/meeting/userconfig/trackingCodes,Get User Tracking Codes,https://developer.webex.com/docs/api/v1/tracking-codes/get-user-tracking-codes
Tracking Codes,PUT,https: //webexapis.com/v1/admin/meeting/userconfig/trackingCodes,Update User Tracking Codes,https://developer.webex.com/docs/api/v1/tracking-codes/update-user-tracking-codes
Video Mesh,GET,https://webexapis.com/v1/videoMesh/clusters/availability,List Clusters Availability,https://developer.webex.com/docs/api/v1/video-mesh/list-clusters-availability
Video Mesh,GET,https://webexapis.com/v1/videoMesh/clusters/availability/{clusterId},Get Cluster Availability,https://developer.webex.com/docs/api/v1/video-mesh/get-cluster-availability
Video Mesh,GET,https://webexapis.com/v1/videoMesh/nodes/availability,List Node Availability,https://developer.webex.com/docs/api/v1/video-mesh/list-node-availability
Video Mesh,GET,https://webexapis.com/v1/videoMesh/nodes/availability/{nodeId},Get Node Availability,https://developer.webex.com/docs/api/v1/video-mesh/get-node-availability
Video Mesh,GET,https://webexapis.com/v1/videoMesh/mediaHealthMonitor,List Media Health Monitoring Tool results,https://developer.webex.com/docs/api/v1/video-mesh/list-media-health-monitoring-tool-results
Video Mesh,GET,https://webexapis.com/v1/videoMesh/testResults/mediaHealthMonitorTest,List Media Health Monitoring Tool Test results V2,https://developer.webex.com/docs/api/v1/video-mesh/list-media-health-monitoring-tool-test-results-v2
Video Mesh,GET,https://webexapis.com/v1/videoMesh/mediaHealthMonitor/clusters,Get Media Health Monitoring Tool Cluster results,https://developer.webex.com/docs/api/v1/video-mesh/get-media-health-monitoring-tool-cluster-results
Video Mesh,GET,https://webexapis.com/v1/videoMesh/testResults/mediaHealthMonitorTest/clusters,Get Media Health Monitoring Tool Test results for clusters V2,https://developer.webex.com/docs/api/v1/video-mesh/get-media-health-monitoring-tool-test-results-for-clusters-v2
Video Mesh,GET,https://webexapis.com/v1/videoMesh/mediaHealthMonitor/nodes,Get Media Health Monitoring Tool Node results,https://developer.webex.com/docs/api/v1/video-mesh/get-media-health-monitoring-tool-node-results
Video Mesh,GET,https://webexapis.com/v1/videoMesh/testResults/mediaHealthMonitorTest/nodes,Get Media Health Monitoring Tool Test results for node V2,https://developer.webex.com/docs/api/v1/video-mesh/get-media-health-monitoring-tool-test-results-for-node-v2
Video Mesh,GET,https://webexapis.com/v1/videoMesh/cloudOverflow,List Overflow to Cloud details,https://developer.webex.com/docs/api/v1/video-mesh/list-overflow-to-cloud-details
Video Mesh,GET,https://webexapis.com/v1/videoMesh/callRedirects,List Cluster Redirect details,https://developer.webex.com/docs/api/v1/video-mesh/list-cluster-redirect-details
Video Mesh,GET,https://webexapis.com/v1/videoMesh/clusters/callRedirects,Get Cluster Redirect details,https://developer.webex.com/docs/api/v1/video-mesh/get-cluster-redirect-details
Video Mesh,GET,https://webexapis.com/v1/videoMesh/utilization,List Clusters Utilization,https://developer.webex.com/docs/api/v1/video-mesh/list-clusters-utilization
Video Mesh,GET,https://webexapis.com/v1/videoMesh/clusters/utilization,Get Cluster Utilization details,https://developer.webex.com/docs/api/v1/video-mesh/get-cluster-utilization-details
Video Mesh,GET,https://webexapis.com/v1/videoMesh/reachabilityTest,List Reachability Test results,https://developer.webex.com/docs/api/v1/video-mesh/list-reachability-test-results
Video Mesh,GET,https://webexapis.com/v1/videoMesh/testResults/reachabilityTest,List Reachability Test results V2,https://developer.webex.com/docs/api/v1/video-mesh/list-reachability-test-results-v2
Video Mesh,GET,https://webexapis.com/v1/videoMesh/reachabilityTest/clusters,Get Reachability Test results for Cluster,https://developer.webex.com/docs/api/v1/video-mesh/get-reachability-test-results-for-cluster
Video Mesh,GET,https://webexapis.com/v1/videoMesh/testResults/reachabilityTest/clusters,Get Reachability Test results for cluster V2,https://developer.webex.com/docs/api/v1/video-mesh/get-reachability-test-results-for-cluster-v2
Video Mesh,GET,https://webexapis.com/v1/videoMesh/reachabilityTest/nodes,Get Reachability Test results for Node,https://developer.webex.com/docs/api/v1/video-mesh/get-reachability-test-results-for-node
Video Mesh,GET,https://webexapis.com/v1/videoMesh/testResults/reachabilityTest/nodes,Get Reachability Test results for node V2,https://developer.webex.com/docs/api/v1/video-mesh/get-reachability-test-results-for-node-v2
Video Mesh,GET,https://webexapis.com/v1/videoMesh/clusters,List Cluster Details,https://developer.webex.com/docs/api/v1/video-mesh/list-cluster-details
Video Mesh,GET,https://webexapis.com/v1/videoMesh/clusters/{clusterId},Get Cluster Details,https://developer.webex.com/docs/api/v1/video-mesh/get-cluster-details
Video Mesh,POST,https://webexapis.com/v1/videoMesh/triggerTest/clusters/{clusterId},Trigger on-demand test for cluster,https://developer.webex.com/docs/api/v1/video-mesh/trigger-on-demand-test-for-cluster
Video Mesh,POST,https://webexapis.com/v1/videoMesh/triggerTest/nodes/{nodeId},Trigger on-demand test for node,https://developer.webex.com/docs/api/v1/video-mesh/trigger-on-demand-test-for-node
Video Mesh,GET,https://webexapis.com/v1/videoMesh/testStatus,Get Triggered test status,https://developer.webex.com/docs/api/v1/video-mesh/get-triggered-test-status
Video Mesh,GET,https://webexapis.com/v1/videoMesh/testResults,Get Triggered test results,https://developer.webex.com/docs/api/v1/video-mesh/get-triggered-test-results
Video Mesh,GET,https://webexapis.com/v1/videoMesh/testResults/networkTest,List Network Test results,https://developer.webex.com/docs/api/v1/video-mesh/list-network-test-results
Video Mesh,GET,https://webexapis.com/v1/videoMesh/testResults/networkTest/clusters,Get Network Test results for cluster,https://developer.webex.com/docs/api/v1/video-mesh/get-network-test-results-for-cluster
Video Mesh,GET,https://webexapis.com/v1/videoMesh/testResults/networkTest/nodes,Get Network Test results for node,https://developer.webex.com/docs/api/v1/video-mesh/get-network-test-results-for-node
Webex Calling Detailed Call History,GET,https://analytics.webexapis.com/v1/cdr_feed,Get Detailed Call History,https://developer.webex.com/docs/api/v1/webex-calling-detailed-call-history/get-detailed-call-history
Webex Calling Device Settings,GET,https://webexapis.com/v1/telephony/config/devices/{deviceId}/members,Get Device Members,https://developer.webex.com/docs/api/v1/webex-calling-device-settings/get-device-members
Webex Calling Device Settings,PUT,https://webexapis.com/v1/telephony/config/devices/{deviceId}/members,Update Members on the device,https://developer.webex.com/docs/api/v1/webex-calling-device-settings/update-members-on-the-device
Webex Calling Device Settings,GET,https://webexapis.com/v1/telephony/config/devices/{deviceId}/availableMembers,Search Members,https://developer.webex.com/docs/api/v1/webex-calling-device-settings/search-members
Webex Calling Device Settings,POST,https://webexapis.com/v1/telephony/config/devices/{deviceId}/actions/applyChanges/invoke,Apply Changes for a specific device,https://developer.webex.com/docs/api/v1/webex-calling-device-settings/apply-changes-for-a-specific-device
Webex Calling Device Settings,GET,https://webexapis.com/v1/telephony/config/devices/{deviceId}/settings,Get Device Settings,https://developer.webex.com/docs/api/v1/webex-calling-device-settings/get-device-settings
Webex Calling Device Settings,PUT,https://webexapis.com/v1/telephony/config/devices/{deviceId}/settings,Update device settings,https://developer.webex.com/docs/api/v1/webex-calling-device-settings/update-device-settings
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/locations/{locationId}/actions/modifyAnnouncementLanguage/invoke,Change Announcement Language,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/change-announcement-language
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/autoAttendants,Read the List of Auto Attendants,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/read-the-list-of-auto-attendants
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/autoAttendants/{autoAttendantId},Get Details for an Auto Attendant,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-details-for-an-auto-attendant
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/locations/{locationId}/autoAttendants,Create an Auto Attendant,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/create-an-auto-attendant
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/autoAttendants/{autoAttendantId},Update an Auto Attendant,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-an-auto-attendant
Webex Calling Organization Settings,DELETE,https://webexapis.com/v1/telephony/config/locations/{locationId}/autoAttendants/{autoAttendantId},Delete an Auto Attendant,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/delete-an-auto-attendant
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/autoAttendants/{autoAttendantId}/callForwarding,Get Call Forwarding Settings for an Auto Attendant,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-call-forwarding-settings-for-an-auto-attendant
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/autoAttendants/{autoAttendantId}/callForwarding,Update Call Forwarding Settings for an Auto Attendant,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-call-forwarding-settings-for-an-auto-attendant
Webex Calling Organization Settings,POST,https://webexapis.com/v1/telephony/config/locations/{locationId}/autoAttendants/{autoAttendantId}/callForwarding/selectiveRules,Create a Selective Call Forwarding Rule for an Auto Attendant,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/create-a-selective-call-forwarding-rule-for-an-auto-attendant
Webex Calling Organization Settings,GET,https://webexapis.com/v1/telephony/config/locations/{locationId}/autoAttendants/{autoAttendantId}/callForwarding/selectiveRules/{ruleId},Get Selective Call Forwarding Rule for an Auto Attendant,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/get-selective-call-forwarding-rule-for-an-auto-attendant
Webex Calling Organization Settings,PUT,https://webexapis.com/v1/telephony/config/locations/{locationId}/autoAttendants/{autoAttendantId}/callForwarding/selectiveRules/{ruleId},Update Selective Call Forwarding Rule for an Auto Attendant,https://developer.webex.com/docs/api/v1/webex-calling-organization-settings/update-selective-call-forwarding-rule-for-an-auto-attendant
